# y+ ()       
# Time        	patch         	min           	max           	average       
463           	trup	1.056360e+01	3.929024e+02	6.116196e+01
464           	trup	1.059557e+01	3.929400e+02	6.116319e+01
465           	trup	1.062712e+01	3.929780e+02	6.116439e+01
466           	trup	1.065823e+01	3.930162e+02	6.116556e+01
467           	trup	1.068888e+01	3.930548e+02	6.116669e+01
468           	trup	1.071904e+01	3.930936e+02	6.116780e+01
469           	trup	1.074869e+01	3.931328e+02	6.116887e+01
470           	trup	1.077784e+01	3.931723e+02	6.116992e+01
471           	trup	1.080647e+01	3.932121e+02	6.117094e+01
472           	trup	1.083459e+01	3.932524e+02	6.117192e+01
473           	trup	1.086219e+01	3.932931e+02	6.117287e+01
474           	trup	1.088925e+01	3.933342e+02	6.117379e+01
475           	trup	1.091577e+01	3.933758e+02	6.117467e+01
476           	trup	1.094174e+01	3.934180e+02	6.117553e+01
477           	trup	1.096713e+01	3.934605e+02	6.117635e+01
478           	trup	1.099193e+01	3.935035e+02	6.117714e+01
479           	trup	1.101611e+01	3.935468e+02	6.117791e+01
480           	trup	1.103967e+01	3.935905e+02	6.117866e+01
481           	trup	1.106261e+01	3.936347e+02	6.117938e+01
482           	trup	1.108493e+01	3.936794e+02	6.118006e+01
483           	trup	1.110662e+01	3.937246e+02	6.118072e+01
484           	trup	1.112770e+01	3.937702e+02	6.118136e+01
485           	trup	1.114815e+01	3.938162e+02	6.118197e+01
486           	trup	1.116801e+01	3.938626e+02	6.118255e+01
487           	trup	1.118727e+01	3.939094e+02	6.118311e+01
488           	trup	1.120593e+01	3.939566e+02	6.118364e+01
489           	trup	1.122399e+01	3.940041e+02	6.118415e+01
490           	trup	1.124145e+01	3.940520e+02	6.118463e+01
491           	trup	1.125830e+01	3.941002e+02	6.118508e+01
492           	trup	1.127454e+01	3.941487e+02	6.118550e+01
493           	trup	1.129017e+01	3.941974e+02	6.118590e+01
494           	trup	1.130519e+01	3.942464e+02	6.118627e+01
495           	trup	1.131961e+01	3.942956e+02	6.118662e+01
496           	trup	1.133343e+01	3.943451e+02	6.118695e+01
497           	trup	1.134664e+01	3.943947e+02	6.118724e+01
498           	trup	1.135925e+01	3.944445e+02	6.118752e+01
499           	trup	1.137128e+01	3.944946e+02	6.118777e+01
500           	trup	1.138272e+01	3.945449e+02	6.118799e+01
501           	trup	1.139359e+01	3.945953e+02	6.118819e+01
502           	trup	1.140392e+01	3.946457e+02	6.118836e+01
503           	trup	1.141369e+01	3.946962e+02	6.118850e+01
504           	trup	1.142303e+01	3.947466e+02	6.118862e+01
505           	trup	1.143176e+01	3.947970e+02	6.118872e+01
506           	trup	1.144000e+01	3.948475e+02	6.118878e+01
507           	trup	1.144774e+01	3.948981e+02	6.118883e+01
508           	trup	1.145503e+01	3.949488e+02	6.118885e+01
509           	trup	1.146186e+01	3.949995e+02	6.118885e+01
510           	trup	1.146825e+01	3.950500e+02	6.118882e+01
511           	trup	1.147420e+01	3.951006e+02	6.118877e+01
512           	trup	1.147970e+01	3.951510e+02	6.118870e+01
513           	trup	1.148477e+01	3.952014e+02	6.118860e+01
514           	trup	1.148943e+01	3.952516e+02	6.118848e+01
515           	trup	1.149366e+01	3.953018e+02	6.118834e+01
516           	trup	1.149748e+01	3.953518e+02	6.118817e+01
517           	trup	1.150088e+01	3.954018e+02	6.118797e+01
518           	trup	1.150387e+01	3.954517e+02	6.118775e+01
519           	trup	1.150643e+01	3.955015e+02	6.118751e+01
520           	trup	1.150858e+01	3.955512e+02	6.118724e+01
521           	trup	1.151032e+01	3.956008e+02	6.118696e+01
522           	trup	1.151165e+01	3.956502e+02	6.118665e+01
523           	trup	1.151259e+01	3.956995e+02	6.118632e+01
524           	trup	1.151314e+01	3.957485e+02	6.118597e+01
525           	trup	1.151330e+01	3.957974e+02	6.118560e+01
526           	trup	1.151310e+01	3.958461e+02	6.118520e+01
527           	trup	1.151254e+01	3.958946e+02	6.118478e+01
528           	trup	1.151162e+01	3.959430e+02	6.118435e+01
529           	trup	1.151035e+01	3.959913e+02	6.118389e+01
530           	trup	1.150874e+01	3.960393e+02	6.118342e+01
531           	trup	1.150678e+01	3.960872e+02	6.118293e+01
532           	trup	1.150450e+01	3.961349e+02	6.118241e+01
533           	trup	1.150190e+01	3.961825e+02	6.118188e+01
534           	trup	1.149899e+01	3.962298e+02	6.118134e+01
535           	trup	1.149578e+01	3.962770e+02	6.118077e+01
536           	trup	1.149227e+01	3.963239e+02	6.118020e+01
537           	trup	1.148847e+01	3.963706e+02	6.117961e+01
538           	trup	1.148438e+01	3.964171e+02	6.117900e+01
539           	trup	1.148000e+01	3.964634e+02	6.117838e+01
540           	trup	1.147534e+01	3.965094e+02	6.117774e+01
541           	trup	1.147041e+01	3.965553e+02	6.117708e+01
542           	trup	1.146520e+01	3.966011e+02	6.117641e+01
543           	trup	1.145973e+01	3.966466e+02	6.117572e+01
544           	trup	1.145401e+01	3.966919e+02	6.117501e+01
545           	trup	1.144803e+01	3.967371e+02	6.117429e+01
546           	trup	1.144181e+01	3.967819e+02	6.117356e+01
547           	trup	1.143533e+01	3.968266e+02	6.117280e+01
548           	trup	1.142860e+01	3.968711e+02	6.117203e+01
549           	trup	1.142162e+01	3.969154e+02	6.117125e+01
550           	trup	1.141432e+01	3.969594e+02	6.117044e+01
551           	trup	1.140686e+01	3.970033e+02	6.116963e+01
552           	trup	1.139917e+01	3.970470e+02	6.116880e+01
553           	trup	1.139125e+01	3.970905e+02	6.116795e+01
554           	trup	1.138309e+01	3.971338e+02	6.116709e+01
555           	trup	1.137471e+01	3.971767e+02	6.116622e+01
556           	trup	1.136613e+01	3.972194e+02	6.116533e+01
557           	trup	1.135734e+01	3.972618e+02	6.116444e+01
558           	trup	1.134833e+01	3.973040e+02	6.116352e+01
559           	trup	1.133910e+01	3.973460e+02	6.116260e+01
560           	trup	1.132965e+01	3.973877e+02	6.116166e+01
561           	trup	1.131999e+01	3.974291e+02	6.116071e+01
562           	trup	1.131016e+01	3.974704e+02	6.115975e+01
563           	trup	1.130014e+01	3.975113e+02	6.115879e+01
564           	trup	1.128996e+01	3.975519e+02	6.115780e+01
565           	trup	1.127961e+01	3.975923e+02	6.115681e+01
566           	trup	1.126906e+01	3.976325e+02	6.115581e+01
567           	trup	1.125832e+01	3.976725e+02	6.115480e+01
568           	trup	1.124739e+01	3.977122e+02	6.115378e+01
569           	trup	1.123629e+01	3.977517e+02	6.115275e+01
570           	trup	1.122502e+01	3.977909e+02	6.115171e+01
571           	trup	1.121358e+01	3.978299e+02	6.115066e+01
572           	trup	1.120198e+01	3.978687e+02	6.114960e+01
573           	trup	1.119020e+01	3.979071e+02	6.114854e+01
574           	trup	1.117825e+01	3.979453e+02	6.114747e+01
575           	trup	1.116614e+01	3.979833e+02	6.114639e+01
576           	trup	1.115388e+01	3.980211e+02	6.114531e+01
577           	trup	1.114146e+01	3.980586e+02	6.114423e+01
578           	trup	1.112888e+01	3.980959e+02	6.114314e+01
579           	trup	1.111614e+01	3.981330e+02	6.114204e+01
580           	trup	1.110323e+01	3.981698e+02	6.114094e+01
581           	trup	1.109016e+01	3.982063e+02	6.113984e+01
582           	trup	1.107694e+01	3.982427e+02	6.113873e+01
583           	trup	1.106357e+01	3.982787e+02	6.113763e+01
584           	trup	1.105004e+01	3.983145e+02	6.113651e+01
585           	trup	1.103634e+01	3.983501e+02	6.113540e+01
586           	trup	1.102247e+01	3.983855e+02	6.113427e+01
587           	trup	1.100842e+01	3.984206e+02	6.113315e+01
588           	trup	1.099423e+01	3.984555e+02	6.113201e+01
589           	trup	1.097988e+01	3.984901e+02	6.113088e+01
590           	trup	1.096538e+01	3.985246e+02	6.112975e+01
591           	trup	1.095071e+01	3.985587e+02	6.112861e+01
592           	trup	1.093588e+01	3.985926e+02	6.112748e+01
593           	trup	1.092089e+01	3.986264e+02	6.112634e+01
594           	trup	1.090574e+01	3.986600e+02	6.112519e+01
595           	trup	1.089045e+01	3.986934e+02	6.112405e+01
596           	trup	1.087501e+01	3.987266e+02	6.112290e+01
597           	trup	1.085940e+01	3.987597e+02	6.112176e+01
598           	trup	1.084361e+01	3.987926e+02	6.112061e+01
599           	trup	1.082767e+01	3.988253e+02	6.111945e+01
600           	trup	1.081154e+01	3.988580e+02	6.111830e+01
601           	trup	1.079522e+01	3.988905e+02	6.111713e+01
602           	trup	1.077870e+01	3.989229e+02	6.111597e+01
603           	trup	1.076199e+01	3.989551e+02	6.111481e+01
604           	trup	1.074509e+01	3.989872e+02	6.111364e+01
605           	trup	1.072799e+01	3.990192e+02	6.111248e+01
606           	trup	1.071071e+01	3.990511e+02	6.111132e+01
607           	trup	1.069323e+01	3.990828e+02	6.111015e+01
608           	trup	1.067556e+01	3.991145e+02	6.110899e+01
609           	trup	1.065767e+01	3.991461e+02	6.110783e+01
610           	trup	1.063956e+01	3.991775e+02	6.110667e+01
611           	trup	1.062122e+01	3.992089e+02	6.110551e+01
612           	trup	1.060267e+01	3.992402e+02	6.110435e+01
613           	trup	1.058389e+01	3.992713e+02	6.110319e+01
614           	trup	1.056488e+01	3.993023e+02	6.110203e+01
615           	trup	1.054565e+01	3.993333e+02	6.110087e+01
616           	trup	1.052617e+01	3.993641e+02	6.109972e+01
617           	trup	1.050644e+01	3.993950e+02	6.109856e+01
618           	trup	1.048646e+01	3.994257e+02	6.109740e+01
619           	trup	1.046623e+01	3.994565e+02	6.109625e+01
620           	trup	1.044577e+01	3.994871e+02	6.109509e+01
621           	trup	1.042507e+01	3.995177e+02	6.109393e+01
622           	trup	1.040412e+01	3.995483e+02	6.109278e+01
623           	trup	1.038292e+01	3.995788e+02	6.109163e+01
624           	trup	1.036147e+01	3.996092e+02	6.109049e+01
625           	trup	1.033976e+01	3.996396e+02	6.108934e+01
626           	trup	1.031779e+01	3.996699e+02	6.108821e+01
627           	trup	1.029556e+01	3.997001e+02	6.108707e+01
628           	trup	1.027307e+01	3.997303e+02	6.108593e+01
629           	trup	1.025034e+01	3.997604e+02	6.108481e+01
630           	trup	1.022735e+01	3.997904e+02	6.108368e+01
631           	trup	1.020409e+01	3.998203e+02	6.108255e+01
632           	trup	1.018057e+01	3.998502e+02	6.108143e+01
633           	trup	1.015682e+01	3.998799e+02	6.108030e+01
634           	trup	1.013283e+01	3.999096e+02	6.107918e+01
635           	trup	1.010860e+01	3.999391e+02	6.107807e+01
636           	trup	1.008413e+01	3.999686e+02	6.107695e+01
637           	trup	1.005936e+01	3.999980e+02	6.107584e+01
638           	trup	1.003430e+01	4.000273e+02	6.107474e+01
639           	trup	1.000894e+01	4.000564e+02	6.107364e+01
640           	trup	9.983287e+00	4.000855e+02	6.107254e+01
641           	trup	9.957378e+00	4.001143e+02	6.107145e+01
642           	trup	9.931247e+00	4.001431e+02	6.107036e+01
643           	trup	9.904894e+00	4.001716e+02	6.106928e+01
644           	trup	9.878299e+00	4.002000e+02	6.106819e+01
645           	trup	9.851447e+00	4.002282e+02	6.106711e+01
646           	trup	9.824309e+00	4.002562e+02	6.106604e+01
647           	trup	9.796853e+00	4.002840e+02	6.106496e+01
648           	trup	9.769067e+00	4.003115e+02	6.106389e+01
649           	trup	9.740930e+00	4.003388e+02	6.106282e+01
650           	trup	9.712438e+00	4.003658e+02	6.106175e+01
651           	trup	9.683596e+00	4.003926e+02	6.106068e+01
652           	trup	9.654413e+00	4.004192e+02	6.105962e+01
653           	trup	9.624906e+00	4.004454e+02	6.105857e+01
654           	trup	9.595102e+00	4.004713e+02	6.105752e+01
655           	trup	9.565023e+00	4.004968e+02	6.105647e+01
656           	trup	9.534699e+00	4.005220e+02	6.105543e+01
657           	trup	9.504125e+00	4.005468e+02	6.105440e+01
658           	trup	9.473298e+00	4.005713e+02	6.105337e+01
659           	trup	9.442191e+00	4.005953e+02	6.105234e+01
660           	trup	9.410783e+00	4.006189e+02	6.105133e+01
661           	trup	9.379069e+00	4.006421e+02	6.105032e+01
662           	trup	9.347040e+00	4.006648e+02	6.104931e+01
663           	trup	9.314693e+00	4.006870e+02	6.104832e+01
664           	trup	9.282039e+00	4.007088e+02	6.104732e+01
665           	trup	9.249074e+00	4.007301e+02	6.104634e+01
666           	trup	9.215784e+00	4.007509e+02	6.104536e+01
667           	trup	9.182163e+00	4.007711e+02	6.104440e+01
668           	trup	9.148229e+00	4.007908e+02	6.104343e+01
669           	trup	9.113986e+00	4.008100e+02	6.104248e+01
670           	trup	9.079442e+00	4.008287e+02	6.104152e+01
671           	trup	9.044585e+00	4.008469e+02	6.104058e+01
672           	trup	9.009416e+00	4.008645e+02	6.103964e+01
673           	trup	8.973923e+00	4.008815e+02	6.103871e+01
674           	trup	8.938092e+00	4.008979e+02	6.103779e+01
675           	trup	8.901932e+00	4.009138e+02	6.103686e+01
676           	trup	8.865430e+00	4.009292e+02	6.103595e+01
677           	trup	8.828605e+00	4.009439e+02	6.103504e+01
678           	trup	8.791452e+00	4.009581e+02	6.103414e+01
679           	trup	8.753961e+00	4.009718e+02	6.103325e+01
680           	trup	8.716138e+00	4.009849e+02	6.103236e+01
681           	trup	8.677966e+00	4.009975e+02	6.103147e+01
682           	trup	8.639460e+00	4.010096e+02	6.103059e+01
683           	trup	8.600614e+00	4.010212e+02	6.102972e+01
684           	trup	8.561422e+00	4.010323e+02	6.102885e+01
685           	trup	8.521893e+00	4.010428e+02	6.102798e+01
686           	trup	8.482019e+00	4.010528e+02	6.102712e+01
687           	trup	8.441805e+00	4.010623e+02	6.102627e+01
688           	trup	8.401247e+00	4.010713e+02	6.102543e+01
689           	trup	8.360345e+00	4.010798e+02	6.102459e+01
690           	trup	8.319124e+00	4.010879e+02	6.102376e+01
691           	trup	8.277584e+00	4.010954e+02	6.102294e+01
692           	trup	8.235742e+00	4.011026e+02	6.102212e+01
693           	trup	8.193604e+00	4.011093e+02	6.102131e+01
694           	trup	8.151175e+00	4.011156e+02	6.102050e+01
695           	trup	8.108465e+00	4.011215e+02	6.101970e+01
696           	trup	8.065507e+00	4.011271e+02	6.101890e+01
697           	trup	8.022304e+00	4.011323e+02	6.101811e+01
698           	trup	7.978879e+00	4.011372e+02	6.101733e+01
699           	trup	7.935247e+00	4.011417e+02	6.101656e+01
700           	trup	7.891423e+00	4.011460e+02	6.101579e+01
701           	trup	7.847266e+00	4.011501e+02	6.101503e+01
702           	trup	7.803101e+00	4.011539e+02	6.101428e+01
703           	trup	7.758830e+00	4.011575e+02	6.101354e+01
704           	trup	7.714476e+00	4.011610e+02	6.101281e+01
705           	trup	7.670078e+00	4.011642e+02	6.101209e+01
706           	trup	7.625649e+00	4.011673e+02	6.101138e+01
707           	trup	7.581205e+00	4.011702e+02	6.101068e+01
708           	trup	7.536765e+00	4.011730e+02	6.100998e+01
709           	trup	7.492360e+00	4.011757e+02	6.100929e+01
710           	trup	7.448056e+00	4.011782e+02	6.100860e+01
711           	trup	7.403900e+00	4.011807e+02	6.100792e+01
712           	trup	7.359944e+00	4.011831e+02	6.100724e+01
713           	trup	7.316225e+00	4.011854e+02	6.100657e+01
714           	trup	7.272770e+00	4.011877e+02	6.100591e+01
715           	trup	7.229613e+00	4.011899e+02	6.100526e+01
716           	trup	7.186793e+00	4.011921e+02	6.100460e+01
717           	trup	7.144365e+00	4.011943e+02	6.100396e+01
718           	trup	7.102388e+00	4.011965e+02	6.100332e+01
719           	trup	7.060950e+00	4.011988e+02	6.100269e+01
720           	trup	7.020112e+00	4.012011e+02	6.100207e+01
721           	trup	6.979932e+00	4.012035e+02	6.100145e+01
722           	trup	6.940455e+00	4.012060e+02	6.100085e+01
723           	trup	6.901709e+00	4.012086e+02	6.100025e+01
724           	trup	6.863727e+00	4.012113e+02	6.099966e+01
725           	trup	6.826547e+00	4.012141e+02	6.099907e+01
726           	trup	6.790212e+00	4.012169e+02	6.099849e+01
727           	trup	6.754780e+00	4.012199e+02	6.099791e+01
728           	trup	6.720315e+00	4.014445e+02	6.099734e+01
729           	trup	6.686883e+00	4.017089e+02	6.099677e+01
730           	trup	6.654551e+00	4.019735e+02	6.099620e+01
731           	trup	6.623375e+00	4.022384e+02	6.099564e+01
732           	trup	6.593405e+00	4.025033e+02	6.099508e+01
733           	trup	6.564700e+00	4.027683e+02	6.099452e+01
734           	trup	6.537294e+00	4.030333e+02	6.099396e+01
735           	trup	6.511218e+00	4.032983e+02	6.099341e+01
736           	trup	6.486524e+00	4.035631e+02	6.099286e+01
737           	trup	6.463230e+00	4.038278e+02	6.099232e+01
738           	trup	6.441368e+00	4.040922e+02	6.099177e+01
739           	trup	6.420958e+00	4.043564e+02	6.099123e+01
740           	trup	6.402013e+00	4.046203e+02	6.099069e+01
741           	trup	6.384552e+00	4.048838e+02	6.099015e+01
742           	trup	6.368599e+00	4.051468e+02	6.098961e+01
743           	trup	6.354176e+00	4.054094e+02	6.098907e+01
744           	trup	6.341307e+00	4.056715e+02	6.098854e+01
745           	trup	6.327592e+00	4.059330e+02	6.098801e+01
746           	trup	6.310722e+00	4.061939e+02	6.098748e+01
747           	trup	6.295396e+00	4.064541e+02	6.098696e+01
748           	trup	6.281620e+00	4.067136e+02	6.098644e+01
749           	trup	6.269398e+00	4.069724e+02	6.098594e+01
750           	trup	6.258737e+00	4.072304e+02	6.098543e+01
751           	trup	6.249644e+00	4.074876e+02	6.098493e+01
752           	trup	6.242111e+00	4.077439e+02	6.098443e+01
753           	trup	6.236143e+00	4.079994e+02	6.098393e+01
754           	trup	6.231728e+00	4.082538e+02	6.098343e+01
755           	trup	6.228840e+00	4.085073e+02	6.098294e+01
756           	trup	6.227445e+00	4.087596e+02	6.098244e+01
757           	trup	6.227504e+00	4.090109e+02	6.098195e+01
758           	trup	6.228979e+00	4.092611e+02	6.098146e+01
759           	trup	6.231839e+00	4.095100e+02	6.098097e+01
760           	trup	6.236057e+00	4.097577e+02	6.098048e+01
761           	trup	6.241604e+00	4.100042e+02	6.098000e+01
762           	trup	6.248450e+00	4.102493e+02	6.097952e+01
763           	trup	6.256557e+00	4.104931e+02	6.097904e+01
764           	trup	6.265878e+00	4.107354e+02	6.097856e+01
765           	trup	6.276359e+00	4.109763e+02	6.097808e+01
766           	trup	6.287944e+00	4.112156e+02	6.097761e+01
767           	trup	6.300581e+00	4.114534e+02	6.097714e+01
768           	trup	6.314225e+00	4.116896e+02	6.097667e+01
769           	trup	6.328830e+00	4.119241e+02	6.097620e+01
770           	trup	6.344352e+00	4.121570e+02	6.097573e+01
771           	trup	6.360750e+00	4.123881e+02	6.097526e+01
772           	trup	6.377980e+00	4.126174e+02	6.097479e+01
773           	trup	6.396003e+00	4.128449e+02	6.097431e+01
774           	trup	6.414782e+00	4.130705e+02	6.097384e+01
775           	trup	6.434278e+00	4.132943e+02	6.097336e+01
776           	trup	6.454461e+00	4.135161e+02	6.097289e+01
777           	trup	6.475296e+00	4.137359e+02	6.097242e+01
778           	trup	6.496753e+00	4.139537e+02	6.097195e+01
779           	trup	6.518801e+00	4.141695e+02	6.097149e+01
780           	trup	6.541409e+00	4.143832e+02	6.097103e+01
781           	trup	6.564546e+00	4.145948e+02	6.097057e+01
782           	trup	6.588185e+00	4.148042e+02	6.097012e+01
783           	trup	6.612294e+00	4.150115e+02	6.096966e+01
784           	trup	6.636842e+00	4.152165e+02	6.096921e+01
785           	trup	6.661800e+00	4.154192e+02	6.096876e+01
786           	trup	6.687141e+00	4.156197e+02	6.096831e+01
787           	trup	6.712842e+00	4.158179e+02	6.096786e+01
788           	trup	6.738877e+00	4.160137e+02	6.096741e+01
789           	trup	6.765224e+00	4.162071e+02	6.096696e+01
790           	trup	6.791862e+00	4.163982e+02	6.096650e+01
791           	trup	6.818767e+00	4.165868e+02	6.096605e+01
792           	trup	6.845918e+00	4.167731e+02	6.096559e+01
793           	trup	6.873289e+00	4.169568e+02	6.096513e+01
794           	trup	6.900856e+00	4.171381e+02	6.096467e+01
795           	trup	6.928600e+00	4.173169e+02	6.096421e+01
796           	trup	6.956500e+00	4.174932e+02	6.096375e+01
797           	trup	6.984539e+00	4.176670e+02	6.096329e+01
798           	trup	7.012700e+00	4.178382e+02	6.096283e+01
799           	trup	7.040967e+00	4.180069e+02	6.096237e+01
800           	trup	7.069324e+00	4.181730e+02	6.096191e+01
801           	trup	7.097761e+00	4.183366e+02	6.096145e+01
802           	trup	7.126267e+00	4.184976e+02	6.096099e+01
803           	trup	7.154828e+00	4.186560e+02	6.096052e+01
804           	trup	7.183436e+00	4.188118e+02	6.096005e+01
805           	trup	7.212082e+00	4.189651e+02	6.095959e+01
806           	trup	7.240754e+00	4.191157e+02	6.095912e+01
807           	trup	7.269438e+00	4.192638e+02	6.095865e+01
808           	trup	7.298118e+00	4.194093e+02	6.095817e+01
809           	trup	7.326780e+00	4.195522e+02	6.095770e+01
810           	trup	7.355409e+00	4.196926e+02	6.095722e+01
811           	trup	7.383989e+00	4.198304e+02	6.095674e+01
812           	trup	7.412506e+00	4.199656e+02	6.095625e+01
813           	trup	7.440936e+00	4.200984e+02	6.095577e+01
814           	trup	7.469264e+00	4.202285e+02	6.095528e+01
815           	trup	7.497476e+00	4.203562e+02	6.095479e+01
816           	trup	7.525564e+00	4.204814e+02	6.095430e+01
817           	trup	7.553520e+00	4.206041e+02	6.095381e+01
818           	trup	7.581330e+00	4.207243e+02	6.095332e+01
819           	trup	7.608983e+00	4.208421e+02	6.095283e+01
820           	trup	7.636474e+00	4.209574e+02	6.095233e+01
821           	trup	7.663803e+00	4.210703e+02	6.095184e+01
822           	trup	7.690969e+00	4.211808e+02	6.095135e+01
823           	trup	7.717972e+00	4.212890e+02	6.095085e+01
824           	trup	7.744813e+00	4.213947e+02	6.095035e+01
825           	trup	7.771494e+00	4.214982e+02	6.094985e+01
826           	trup	7.798014e+00	4.215992e+02	6.094935e+01
827           	trup	7.824373e+00	4.216980e+02	6.094885e+01
828           	trup	7.850572e+00	4.217945e+02	6.094834e+01
829           	trup	7.876755e+00	4.218887e+02	6.094783e+01
830           	trup	7.902608e+00	4.219807e+02	6.094732e+01
831           	trup	7.928286e+00	4.220704e+02	6.094681e+01
832           	trup	7.953784e+00	4.221578e+02	6.094630e+01
833           	trup	7.979100e+00	4.222431e+02	6.094579e+01
834           	trup	8.004230e+00	4.223262e+02	6.094528e+01
835           	trup	8.029171e+00	4.224071e+02	6.094477e+01
836           	trup	8.053925e+00	4.224859e+02	6.094426e+01
837           	trup	8.078492e+00	4.225625e+02	6.094376e+01
838           	trup	8.102870e+00	4.226369e+02	6.094325e+01
839           	trup	8.127055e+00	4.227093e+02	6.094274e+01
840           	trup	8.151044e+00	4.227795e+02	6.094223e+01
841           	trup	8.174840e+00	4.228477e+02	6.094172e+01
842           	trup	8.198442e+00	4.229138e+02	6.094121e+01
843           	trup	8.221845e+00	4.229779e+02	6.094070e+01
844           	trup	8.245047e+00	4.230399e+02	6.094018e+01
845           	trup	8.268046e+00	4.230998e+02	6.093967e+01
846           	trup	8.290844e+00	4.231578e+02	6.093915e+01
847           	trup	8.313436e+00	4.232138e+02	6.093864e+01
848           	trup	8.295343e+00	4.232678e+02	6.093812e+01
849           	trup	8.263316e+00	4.233198e+02	6.093760e+01
850           	trup	8.230347e+00	4.233699e+02	6.093708e+01
851           	trup	8.196471e+00	4.234181e+02	6.093656e+01
852           	trup	8.161721e+00	4.234643e+02	6.093604e+01
853           	trup	8.126126e+00	4.235087e+02	6.093552e+01
854           	trup	8.089722e+00	4.235512e+02	6.093500e+01
855           	trup	8.052542e+00	4.235919e+02	6.093448e+01
856           	trup	8.014620e+00	4.236307e+02	6.093396e+01
857           	trup	7.975985e+00	4.236678e+02	6.093344e+01
858           	trup	7.936659e+00	4.237030e+02	6.093292e+01
859           	trup	7.896669e+00	4.237365e+02	6.093240e+01
860           	trup	7.856044e+00	4.237683e+02	6.093187e+01
861           	trup	7.814658e+00	4.237983e+02	6.093134e+01
862           	trup	7.772868e+00	4.238265e+02	6.093082e+01
863           	trup	7.730558e+00	4.238531e+02	6.093028e+01
864           	trup	7.687764e+00	4.238779e+02	6.092975e+01
865           	trup	7.644521e+00	4.239011e+02	6.092922e+01
866           	trup	7.600871e+00	4.239226e+02	6.092868e+01
867           	trup	7.556846e+00	4.239424e+02	6.092815e+01
868           	trup	7.512477e+00	4.239607e+02	6.092762e+01
869           	trup	7.467787e+00	4.239773e+02	6.092708e+01
870           	trup	7.422794e+00	4.239923e+02	6.092655e+01
871           	trup	7.377532e+00	4.240057e+02	6.092602e+01
872           	trup	7.332026e+00	4.240176e+02	6.092549e+01
873           	trup	7.286308e+00	4.240280e+02	6.092496e+01
874           	trup	7.240423e+00	4.240369e+02	6.092442e+01
875           	trup	7.194561e+00	4.240443e+02	6.092389e+01
876           	trup	7.148833e+00	4.240503e+02	6.092336e+01
877           	trup	7.103212e+00	4.240548e+02	6.092283e+01
878           	trup	7.057638e+00	4.240580e+02	6.092230e+01
879           	trup	7.012066e+00	4.240597e+02	6.092177e+01
880           	trup	6.966481e+00	4.240601e+02	6.092124e+01
881           	trup	6.920912e+00	4.240592e+02	6.092071e+01
882           	trup	6.875410e+00	4.240570e+02	6.092019e+01
883           	trup	6.830039e+00	4.240535e+02	6.091965e+01
884           	trup	6.784867e+00	4.240488e+02	6.091913e+01
885           	trup	6.739958e+00	4.240428e+02	6.091859e+01
886           	trup	6.695373e+00	4.240356e+02	6.091807e+01
887           	trup	6.651153e+00	4.240273e+02	6.091754e+01
888           	trup	6.607325e+00	4.240178e+02	6.091701e+01
889           	trup	6.563900e+00	4.240073e+02	6.091647e+01
890           	trup	6.520882e+00	4.239956e+02	6.091594e+01
891           	trup	6.478278e+00	4.239829e+02	6.091541e+01
892           	trup	6.436095e+00	4.239691e+02	6.091488e+01
893           	trup	6.394336e+00	4.239544e+02	6.091435e+01
894           	trup	6.353010e+00	4.239387e+02	6.091382e+01
895           	trup	6.312131e+00	4.239220e+02	6.091330e+01
896           	trup	6.271733e+00	4.239044e+02	6.091277e+01
897           	trup	6.231886e+00	4.238860e+02	6.091225e+01
898           	trup	6.192634e+00	4.238666e+02	6.091173e+01
899           	trup	6.154007e+00	4.238464e+02	6.091121e+01
900           	trup	6.116010e+00	4.238254e+02	6.091070e+01
901           	trup	6.078646e+00	4.238036e+02	6.091018e+01
902           	trup	6.041913e+00	4.237810e+02	6.090965e+01
903           	trup	6.005801e+00	4.237576e+02	6.090913e+01
904           	trup	5.970305e+00	4.237334e+02	6.090862e+01
905           	trup	5.935424e+00	4.237086e+02	6.090810e+01
906           	trup	5.901164e+00	4.236830e+02	6.090759e+01
907           	trup	5.867533e+00	4.236568e+02	6.090707e+01
908           	trup	5.834535e+00	4.236299e+02	6.090656e+01
909           	trup	5.802179e+00	4.236023e+02	6.090605e+01
910           	trup	5.770473e+00	4.235741e+02	6.090554e+01
911           	trup	5.739431e+00	4.235453e+02	6.090504e+01
912           	trup	5.709062e+00	4.235159e+02	6.090454e+01
913           	trup	5.679367e+00	4.234859e+02	6.090404e+01
914           	trup	5.650348e+00	4.234553e+02	6.090355e+01
915           	trup	5.622015e+00	4.234241e+02	6.090306e+01
916           	trup	5.594392e+00	4.233924e+02	6.090257e+01
917           	trup	5.567508e+00	4.233602e+02	6.090209e+01
918           	trup	5.541380e+00	4.233274e+02	6.090161e+01
919           	trup	5.516018e+00	4.232941e+02	6.090112e+01
920           	trup	5.491420e+00	4.232603e+02	6.090064e+01
921           	trup	5.467589e+00	4.232259e+02	6.090016e+01
922           	trup	5.444533e+00	4.231911e+02	6.089968e+01
923           	trup	5.422261e+00	4.231558e+02	6.089920e+01
924           	trup	5.400779e+00	4.231200e+02	6.089873e+01
925           	trup	5.380094e+00	4.230838e+02	6.089826e+01
926           	trup	5.360208e+00	4.230471e+02	6.089780e+01
927           	trup	5.341129e+00	4.230099e+02	6.089735e+01
